Version	ID	Parent	AbInit	AED	Coverage	Integrity	Unique
p12a	maker-PdomSCFr1.1-0019-snap-gene-1.84-mRNA-1	maker-PdomSCFr1.1-0019-snap-gene-1.84	snap	0.90	0.37	0.11	yes
p12a	maker-PdomSCFr1.1-0019-snap-gene-1.85-mRNA-1	maker-PdomSCFr1.1-0019-snap-gene-1.85	snap	0.53	0.24	0.07	yes
p12a	maker-PdomSCFr1.1-0019-snap-gene-1.86-mRNA-1	maker-PdomSCFr1.1-0019-snap-gene-1.86	snap	0.26	0.59	0.18	yes
p12a	maker-PdomSCFr1.1-0019-snap-gene-1.87-mRNA-1	maker-PdomSCFr1.1-0019-snap-gene-1.87	snap	0.52	0.02	0.01	yes
p12a	maker-PdomSCFr1.1-0019-snap-gene-1.88-mRNA-1	maker-PdomSCFr1.1-0019-snap-gene-1.88	snap	0.48	0	0	yes
p12a	maker-PdomSCFr1.1-0019-snap-gene-1.89-mRNA-1	maker-PdomSCFr1.1-0019-snap-gene-1.89	snap	0.50	0.19	0.06	yes
p12a	maker-PdomSCFr1.1-0019-snap-gene-1.90-mRNA-1	maker-PdomSCFr1.1-0019-snap-gene-1.90	snap	0.45	0.04	0.01	yes
p12a	maker-PdomSCFr1.1-0019-snap-gene-1.93-mRNA-1	maker-PdomSCFr1.1-0019-snap-gene-1.93	snap	0.09	0	0	yes
p12a	maker-PdomSCFr1.1-0019-snap-gene-1.95-mRNA-1	maker-PdomSCFr1.1-0019-snap-gene-1.95	snap	0.47	0	0	yes
p12a	maker-PdomSCFr1.1-0019-snap-gene-1.99-mRNA-1	maker-PdomSCFr1.1-0019-snap-gene-1.99	snap	0.22	0	0	no
p12a	maker-PdomSCFr1.1-0020-augustus-gene-0.12-mRNA-1	maker-PdomSCFr1.1-0020-augustus-gene-0.12	augustus	0.24	0.09	0.03	no
p12a	maker-PdomSCFr1.1-0020-augustus-gene-0.14-mRNA-1	maker-PdomSCFr1.1-0020-augustus-gene-0.14	augustus	0.22	0.36	0.11	yes
p12a	maker-PdomSCFr1.1-0020-augustus-gene-0.7-mRNA-1	maker-PdomSCFr1.1-0020-augustus-gene-0.7	augustus	0.27	0.8	0.59	no
p12a	maker-PdomSCFr1.1-0020-augustus-gene-1.76-mRNA-1	maker-PdomSCFr1.1-0020-augustus-gene-1.76	augustus	0.09	1	0.93	no
p12a	maker-PdomSCFr1.1-0020-augustus-gene-1.77-mRNA-1	maker-PdomSCFr1.1-0020-augustus-gene-1.77	augustus	0.04	1	0.86	no
p12a	maker-PdomSCFr1.1-0020-augustus-gene-1.79-mRNA-1	maker-PdomSCFr1.1-0020-augustus-gene-1.79	augustus	0.11	0.88	0.69	no
p12a	maker-PdomSCFr1.1-0020-augustus-gene-1.83-mRNA-1	maker-PdomSCFr1.1-0020-augustus-gene-1.83	augustus	0.18	0.07	0.02	no
p12a	maker-PdomSCFr1.1-0020-snap-gene-0.266-mRNA-1	maker-PdomSCFr1.1-0020-snap-gene-0.266	snap	0.88	0.5	0.15	yes
p12a	maker-PdomSCFr1.1-0020-snap-gene-0.267-mRNA-1	maker-PdomSCFr1.1-0020-snap-gene-0.267	snap	0.81	0.02	0.01	yes
p12a	maker-PdomSCFr1.1-0020-snap-gene-0.270-mRNA-1	maker-PdomSCFr1.1-0020-snap-gene-0.270	snap	0.96	0.75	0.22	no
p12a	maker-PdomSCFr1.1-0020-snap-gene-0.272-mRNA-1	maker-PdomSCFr1.1-0020-snap-gene-0.272	snap	0.34	0	0	yes
p12a	maker-PdomSCFr1.1-0020-snap-gene-0.274-mRNA-1	maker-PdomSCFr1.1-0020-snap-gene-0.274	snap	0.75	0.21	0.06	yes
p12a	maker-PdomSCFr1.1-0020-snap-gene-0.276-mRNA-1	maker-PdomSCFr1.1-0020-snap-gene-0.276	snap	0.23	0	0	yes
p12a	maker-PdomSCFr1.1-0020-snap-gene-0.293-mRNA-1	maker-PdomSCFr1.1-0020-snap-gene-0.293	snap	0.02	0.97	0.9	no
p12a	maker-PdomSCFr1.1-0020-snap-gene-0.295-mRNA-1	maker-PdomSCFr1.1-0020-snap-gene-0.295	snap	0.32	0.56	0.22	yes
p12a	maker-PdomSCFr1.1-0020-snap-gene-0.297-mRNA-1	maker-PdomSCFr1.1-0020-snap-gene-0.297	snap	0.72	0	0	yes
p12a	maker-PdomSCFr1.1-0020-snap-gene-0.298-mRNA-1	maker-PdomSCFr1.1-0020-snap-gene-0.298	snap	0.17	0	0	yes
p12a	maker-PdomSCFr1.1-0020-snap-gene-1.52-mRNA-1	maker-PdomSCFr1.1-0020-snap-gene-1.52	snap	0.53	0.91	0.27	no
p12a	maker-PdomSCFr1.1-0020-snap-gene-1.59-mRNA-1	maker-PdomSCFr1.1-0020-snap-gene-1.59	snap	0.05	0.59	0.18	no
p12a	maker-PdomSCFr1.1-0020-snap-gene-1.61-mRNA-1	maker-PdomSCFr1.1-0020-snap-gene-1.61	snap	0.52	0.15	0.04	no
p12a	maker-PdomSCFr1.1-0020-snap-gene-1.62-mRNA-1	maker-PdomSCFr1.1-0020-snap-gene-1.62	snap	0.32	0	0	yes
p12a	maker-PdomSCFr1.1-0020-snap-gene-1.63-mRNA-1	maker-PdomSCFr1.1-0020-snap-gene-1.63	snap	0.48	1	0.3	no
p12a	maker-PdomSCFr1.1-0020-snap-gene-1.71-mRNA-1	maker-PdomSCFr1.1-0020-snap-gene-1.71	snap	0.84	0.41	0.12	yes
p12a	maker-PdomSCFr1.1-0020-snap-gene-1.73-mRNA-1	maker-PdomSCFr1.1-0020-snap-gene-1.73	snap	0.44	0	0	no
p12a	maker-PdomSCFr1.1-0021-augustus-gene-0.244-mRNA-1	maker-PdomSCFr1.1-0021-augustus-gene-0.244	augustus	0.36	1	1	no
p12a	maker-PdomSCFr1.1-0021-augustus-gene-0.247-mRNA-1	maker-PdomSCFr1.1-0021-augustus-gene-0.247	augustus	0.35	1	0.95	no
p12a	maker-PdomSCFr1.1-0021-augustus-gene-0.250-mRNA-1	maker-PdomSCFr1.1-0021-augustus-gene-0.250	augustus	0.01	1	1	no
p12a	maker-PdomSCFr1.1-0021-augustus-gene-0.253-mRNA-1	maker-PdomSCFr1.1-0021-augustus-gene-0.253	augustus	0.34	1	0.83	no
p12a	maker-PdomSCFr1.1-0021-augustus-gene-0.256-mRNA-1	maker-PdomSCFr1.1-0021-augustus-gene-0.256	augustus	0.04	1	0.85	no
p12a	maker-PdomSCFr1.1-0021-augustus-gene-0.258-mRNA-1	maker-PdomSCFr1.1-0021-augustus-gene-0.258	augustus	0.01	0.97	0.78	no
p12a	maker-PdomSCFr1.1-0021-augustus-gene-0.268-mRNA-1	maker-PdomSCFr1.1-0021-augustus-gene-0.268	augustus	0.17	1	0.95	no
p12a	maker-PdomSCFr1.1-0021-augustus-gene-0.270-mRNA-1	maker-PdomSCFr1.1-0021-augustus-gene-0.270	augustus	0.24	1	0.75	no
p12a	maker-PdomSCFr1.1-0021-augustus-gene-0.273-mRNA-1	maker-PdomSCFr1.1-0021-augustus-gene-0.273	augustus	0.01	1	1	no
p12a	maker-PdomSCFr1.1-0021-augustus-gene-0.275-mRNA-1	maker-PdomSCFr1.1-0021-augustus-gene-0.275	augustus	0.22	0.85	0.31	no
p12a	maker-PdomSCFr1.1-0021-augustus-gene-0.276-mRNA-1	maker-PdomSCFr1.1-0021-augustus-gene-0.276	augustus	0.29	0.98	0.3	no
p12a	maker-PdomSCFr1.1-0021-augustus-gene-0.277-mRNA-1	maker-PdomSCFr1.1-0021-augustus-gene-0.277	augustus	0.15	0.34	0.3	no
p12a	maker-PdomSCFr1.1-0021-augustus-gene-0.278-mRNA-1	maker-PdomSCFr1.1-0021-augustus-gene-0.278	augustus	0.04	0.99	0.91	no
p12a	maker-PdomSCFr1.1-0021-augustus-gene-0.286-mRNA-1	maker-PdomSCFr1.1-0021-augustus-gene-0.286	augustus	0.09	1	1	no
p12a	maker-PdomSCFr1.1-0021-augustus-gene-1.429-mRNA-1	maker-PdomSCFr1.1-0021-augustus-gene-1.429	augustus	0.17	0.9	0.92	no
p12a	maker-PdomSCFr1.1-0021-augustus-gene-1.431-mRNA-1	maker-PdomSCFr1.1-0021-augustus-gene-1.431	augustus	0.23	0.94	0.76	no
p12a	maker-PdomSCFr1.1-0021-augustus-gene-1.432-mRNA-1	maker-PdomSCFr1.1-0021-augustus-gene-1.432	augustus	0.11	1	0.7	no
p12a	maker-PdomSCFr1.1-0021-augustus-gene-1.436-mRNA-1	maker-PdomSCFr1.1-0021-augustus-gene-1.436	augustus	0.35	1	0.75	no
p12a	maker-PdomSCFr1.1-0021-augustus-gene-1.438-mRNA-1	maker-PdomSCFr1.1-0021-augustus-gene-1.438	augustus	0.09	1	1	no
p12a	maker-PdomSCFr1.1-0021-augustus-gene-1.444-mRNA-1	maker-PdomSCFr1.1-0021-augustus-gene-1.444	augustus	0.02	1	0.9	no
p12a	maker-PdomSCFr1.1-0021-augustus-gene-1.446-mRNA-1	maker-PdomSCFr1.1-0021-augustus-gene-1.446	augustus	0.20	1	0.98	no
p12a	maker-PdomSCFr1.1-0021-augustus-gene-1.447-mRNA-1	maker-PdomSCFr1.1-0021-augustus-gene-1.447	augustus	0.05	1	0.85	no
p12a	maker-PdomSCFr1.1-0021-augustus-gene-1.448-mRNA-1	maker-PdomSCFr1.1-0021-augustus-gene-1.448	augustus	0.17	1	1	no
p12a	maker-PdomSCFr1.1-0021-augustus-gene-1.452-mRNA-1	maker-PdomSCFr1.1-0021-augustus-gene-1.452	augustus	0.28	1	0.62	no
p12a	maker-PdomSCFr1.1-0021-augustus-gene-1.454-mRNA-1	maker-PdomSCFr1.1-0021-augustus-gene-1.454	augustus	0.19	1	0.85	no
p12a	maker-PdomSCFr1.1-0021-augustus-gene-1.460-mRNA-1	maker-PdomSCFr1.1-0021-augustus-gene-1.460	augustus	0.51	0.65	0.2	no
p12a	maker-PdomSCFr1.1-0021-augustus-gene-1.463-mRNA-1	maker-PdomSCFr1.1-0021-augustus-gene-1.463	augustus	0.39	0.75	0.23	no
p12a	maker-PdomSCFr1.1-0021-augustus-gene-1.464-mRNA-1	maker-PdomSCFr1.1-0021-augustus-gene-1.464	augustus	0.14	1	1	no
p12a	maker-PdomSCFr1.1-0021-augustus-gene-1.469-mRNA-1	maker-PdomSCFr1.1-0021-augustus-gene-1.469	augustus	0.21	1	0.99	no
p12a	maker-PdomSCFr1.1-0021-augustus-gene-1.473-mRNA-1	maker-PdomSCFr1.1-0021-augustus-gene-1.473	augustus	0.01	1	0.99	no
p12a	maker-PdomSCFr1.1-0021-augustus-gene-1.475-mRNA-1	maker-PdomSCFr1.1-0021-augustus-gene-1.475	augustus	0.17	1	0.9	no
p12a	maker-PdomSCFr1.1-0021-augustus-gene-1.481-mRNA-1	maker-PdomSCFr1.1-0021-augustus-gene-1.481	augustus	0.06	1	1	no
p12a	maker-PdomSCFr1.1-0021-augustus-gene-1.487-mRNA-1	maker-PdomSCFr1.1-0021-augustus-gene-1.487	augustus	0.06	1	1	no
p12a	maker-PdomSCFr1.1-0021-augustus-gene-1.495-mRNA-1	maker-PdomSCFr1.1-0021-augustus-gene-1.495	augustus	0.00	1	1	no
p12a	maker-PdomSCFr1.1-0021-augustus-gene-1.496-mRNA-1	maker-PdomSCFr1.1-0021-augustus-gene-1.496	augustus	0.05	1	0.95	no
p12a	maker-PdomSCFr1.1-0021-augustus-gene-1.498-mRNA-1	maker-PdomSCFr1.1-0021-augustus-gene-1.498	augustus	0.18	0.99	0.95	no
p12a	maker-PdomSCFr1.1-0021-augustus-gene-1.504-mRNA-1	maker-PdomSCFr1.1-0021-augustus-gene-1.504	augustus	0.16	0	0	no
p12a	maker-PdomSCFr1.1-0021-augustus-gene-1.507-mRNA-1	maker-PdomSCFr1.1-0021-augustus-gene-1.507	augustus	0.07	1	1	no
p12a	maker-PdomSCFr1.1-0021-snap-gene-0.0-mRNA-1	maker-PdomSCFr1.1-0021-snap-gene-0.0	snap	0.51	0	0	no
p12a	maker-PdomSCFr1.1-0021-snap-gene-0.15-mRNA-1	maker-PdomSCFr1.1-0021-snap-gene-0.15	snap	0.75	0.95	0.28	no
p12a	maker-PdomSCFr1.1-0021-snap-gene-0.18-mRNA-1	maker-PdomSCFr1.1-0021-snap-gene-0.18	snap	0.83	0	0	yes
p12a	maker-PdomSCFr1.1-0021-snap-gene-0.19-mRNA-1	maker-PdomSCFr1.1-0021-snap-gene-0.19	snap	0.49	0.41	0.12	yes
p12a	maker-PdomSCFr1.1-0021-snap-gene-0.20-mRNA-1	maker-PdomSCFr1.1-0021-snap-gene-0.20	snap	0.79	0.18	0.05	yes
p12a	maker-PdomSCFr1.1-0021-snap-gene-0.26-mRNA-1	maker-PdomSCFr1.1-0021-snap-gene-0.26	snap	0.10	1	1	no
p12a	maker-PdomSCFr1.1-0021-snap-gene-0.27-mRNA-1	maker-PdomSCFr1.1-0021-snap-gene-0.27	snap	0.01	1	0.95	no
p12a	maker-PdomSCFr1.1-0021-snap-gene-0.28-mRNA-1	maker-PdomSCFr1.1-0021-snap-gene-0.28	snap	0.07	1	0.95	no
p12a	maker-PdomSCFr1.1-0021-snap-gene-0.29-mRNA-1	maker-PdomSCFr1.1-0021-snap-gene-0.29	snap	0.27	0.95	0.74	no
p12a	maker-PdomSCFr1.1-0021-snap-gene-0.30-mRNA-1	maker-PdomSCFr1.1-0021-snap-gene-0.30	snap	0.81	0.89	0.28	yes
p12a	maker-PdomSCFr1.1-0021-snap-gene-0.31-mRNA-1	maker-PdomSCFr1.1-0021-snap-gene-0.31	snap	0.73	0.35	0.11	no
p12a	maker-PdomSCFr1.1-0021-snap-gene-0.32-mRNA-1	maker-PdomSCFr1.1-0021-snap-gene-0.32	snap	0.26	0.23	0.07	no
p12a	maker-PdomSCFr1.1-0021-snap-gene-0.33-mRNA-1	maker-PdomSCFr1.1-0021-snap-gene-0.33	snap	0.01	1	1	no
p12a	maker-PdomSCFr1.1-0021-snap-gene-0.34-mRNA-1	maker-PdomSCFr1.1-0021-snap-gene-0.34	snap	0.00	1	0.99	no
p12a	maker-PdomSCFr1.1-0021-snap-gene-0.35-mRNA-1	maker-PdomSCFr1.1-0021-snap-gene-0.35	snap	0.11	1	0.83	no
p12a	maker-PdomSCFr1.1-0021-snap-gene-0.36-mRNA-1	maker-PdomSCFr1.1-0021-snap-gene-0.36	snap	0.82	0.98	0.3	no
p12a	maker-PdomSCFr1.1-0021-snap-gene-0.42-mRNA-1	maker-PdomSCFr1.1-0021-snap-gene-0.42	snap	0.02	1	0.99	no
p12a	maker-PdomSCFr1.1-0021-snap-gene-0.43-mRNA-1	maker-PdomSCFr1.1-0021-snap-gene-0.43	snap	0.16	1	1	no
p12a	maker-PdomSCFr1.1-0021-snap-gene-0.52-mRNA-1	maker-PdomSCFr1.1-0021-snap-gene-0.52	snap	0.41	0	0	yes
p12a	maker-PdomSCFr1.1-0021-snap-gene-0.54-mRNA-1	maker-PdomSCFr1.1-0021-snap-gene-0.54	snap	0.69	0	0	yes
p12a	maker-PdomSCFr1.1-0021-snap-gene-0.59-mRNA-1	maker-PdomSCFr1.1-0021-snap-gene-0.59	snap	0.55	0.32	0.1	yes
p12a	maker-PdomSCFr1.1-0021-snap-gene-0.6-mRNA-1	maker-PdomSCFr1.1-0021-snap-gene-0.6	snap	0.17	1	0.83	no
p12a	maker-PdomSCFr1.1-0021-snap-gene-0.61-mRNA-1	maker-PdomSCFr1.1-0021-snap-gene-0.61	snap	0.76	0.32	0.1	yes
p12a	maker-PdomSCFr1.1-0021-snap-gene-0.66-mRNA-1	maker-PdomSCFr1.1-0021-snap-gene-0.66	snap	0.95	0.67	0.2	no
p12a	maker-PdomSCFr1.1-0021-snap-gene-0.69-mRNA-1	maker-PdomSCFr1.1-0021-snap-gene-0.69	snap	0.04	1	1	no
p12a	maker-PdomSCFr1.1-0021-snap-gene-0.70-mRNA-1	maker-PdomSCFr1.1-0021-snap-gene-0.70	snap	0.15	0	0	no
p12a	maker-PdomSCFr1.1-0021-snap-gene-0.72-mRNA-1	maker-PdomSCFr1.1-0021-snap-gene-0.72	snap	0.16	1	0.95	no
p12a	maker-PdomSCFr1.1-0021-snap-gene-0.73-mRNA-1	maker-PdomSCFr1.1-0021-snap-gene-0.73	snap	0.05	1	1	no
p12a	maker-PdomSCFr1.1-0021-snap-gene-0.74-mRNA-1	maker-PdomSCFr1.1-0021-snap-gene-0.74	snap	0.60	0.28	0.1	yes
p12a	maker-PdomSCFr1.1-0021-snap-gene-0.76-mRNA-1	maker-PdomSCFr1.1-0021-snap-gene-0.76	snap	0.01	1	0.95	no
p12a	maker-PdomSCFr1.1-0021-snap-gene-0.8-mRNA-1	maker-PdomSCFr1.1-0021-snap-gene-0.8	snap	0.97	0.08	0.02	no
p12a	maker-PdomSCFr1.1-0021-snap-gene-0.9-mRNA-1	maker-PdomSCFr1.1-0021-snap-gene-0.9	snap	0.08	1	0.92	no
p12a	maker-PdomSCFr1.1-0021-snap-gene-1.101-mRNA-1	maker-PdomSCFr1.1-0021-snap-gene-1.101	snap	0.13	1	0.99	no
p12a	maker-PdomSCFr1.1-0021-snap-gene-1.102-mRNA-1	maker-PdomSCFr1.1-0021-snap-gene-1.102	snap	0.09	1	1	no
p12a	maker-PdomSCFr1.1-0021-snap-gene-1.103-mRNA-1	maker-PdomSCFr1.1-0021-snap-gene-1.103	snap	0.14	1	0.95	no
p12a	maker-PdomSCFr1.1-0021-snap-gene-1.104-mRNA-1	maker-PdomSCFr1.1-0021-snap-gene-1.104	snap	0.01	1	1	no
p12a	maker-PdomSCFr1.1-0021-snap-gene-1.106-mRNA-1	maker-PdomSCFr1.1-0021-snap-gene-1.106	snap	0.15	1	0.92	no
p12a	maker-PdomSCFr1.1-0021-snap-gene-1.107-mRNA-1	maker-PdomSCFr1.1-0021-snap-gene-1.107	snap	0.37	1	0.91	no
p12a	maker-PdomSCFr1.1-0021-snap-gene-1.110-mRNA-1	maker-PdomSCFr1.1-0021-snap-gene-1.110	snap	0.88	0.45	0.14	yes
p12a	maker-PdomSCFr1.1-0021-snap-gene-1.112-mRNA-1	maker-PdomSCFr1.1-0021-snap-gene-1.112	snap	0.11	1	0.97	no
p12a	maker-PdomSCFr1.1-0021-snap-gene-1.113-mRNA-1	maker-PdomSCFr1.1-0021-snap-gene-1.113	snap	0.16	0.84	0.54	no
p12a	maker-PdomSCFr1.1-0021-snap-gene-1.114-mRNA-1	maker-PdomSCFr1.1-0021-snap-gene-1.114	snap	0.11	1	0.97	no
p12a	maker-PdomSCFr1.1-0021-snap-gene-1.121-mRNA-1	maker-PdomSCFr1.1-0021-snap-gene-1.121	snap	0.08	1	0.82	no
p12a	maker-PdomSCFr1.1-0021-snap-gene-1.122-mRNA-1	maker-PdomSCFr1.1-0021-snap-gene-1.122	snap	0.27	0.99	0.9	no
p12a	maker-PdomSCFr1.1-0021-snap-gene-1.123-mRNA-1	maker-PdomSCFr1.1-0021-snap-gene-1.123	snap	0.02	0.11	0.03	no
p12a	maker-PdomSCFr1.1-0021-snap-gene-1.125-mRNA-1	maker-PdomSCFr1.1-0021-snap-gene-1.125	snap	0.62	0.2	0.06	no
p12a	maker-PdomSCFr1.1-0021-snap-gene-1.130-mRNA-1	maker-PdomSCFr1.1-0021-snap-gene-1.130	snap	0.01	0.78	0.67	no
p12a	maker-PdomSCFr1.1-0021-snap-gene-1.133-mRNA-1	maker-PdomSCFr1.1-0021-snap-gene-1.133	snap	0.10	0.99	0.83	no
p12a	maker-PdomSCFr1.1-0021-snap-gene-1.19-mRNA-1	maker-PdomSCFr1.1-0021-snap-gene-1.19	snap	0.02	1	1	no
p12a	maker-PdomSCFr1.1-0021-snap-gene-1.33-mRNA-1	maker-PdomSCFr1.1-0021-snap-gene-1.33	snap	0.58	1	0.3	no
p12a	maker-PdomSCFr1.1-0021-snap-gene-1.38-mRNA-1	maker-PdomSCFr1.1-0021-snap-gene-1.38	snap	0.35	1	1	no
p12a	maker-PdomSCFr1.1-0021-snap-gene-1.39-mRNA-1	maker-PdomSCFr1.1-0021-snap-gene-1.39	snap	0.09	1	0.6	no
p12a	maker-PdomSCFr1.1-0021-snap-gene-1.4-mRNA-1	maker-PdomSCFr1.1-0021-snap-gene-1.4	snap	0.19	0.98	0.64	no
p12a	maker-PdomSCFr1.1-0021-snap-gene-1.42-mRNA-1	maker-PdomSCFr1.1-0021-snap-gene-1.42	snap	0.04	1	1	no
p12a	maker-PdomSCFr1.1-0021-snap-gene-1.48-mRNA-1	maker-PdomSCFr1.1-0021-snap-gene-1.48	snap	0.06	1	1	no
p12a	maker-PdomSCFr1.1-0021-snap-gene-1.49-mRNA-1	maker-PdomSCFr1.1-0021-snap-gene-1.49	snap	0.05	1	0.85	no
p12a	maker-PdomSCFr1.1-0021-snap-gene-1.51-mRNA-1	maker-PdomSCFr1.1-0021-snap-gene-1.51	snap	0.23	0.96	0.34	no
p12a	maker-PdomSCFr1.1-0021-snap-gene-1.58-mRNA-1	maker-PdomSCFr1.1-0021-snap-gene-1.58	snap	0.02	1	1	no
p12a	maker-PdomSCFr1.1-0021-snap-gene-1.63-mRNA-1	maker-PdomSCFr1.1-0021-snap-gene-1.63	snap	0.26	1	1	no
p12a	maker-PdomSCFr1.1-0021-snap-gene-1.68-mRNA-1	maker-PdomSCFr1.1-0021-snap-gene-1.68	snap	0.45	1	0.9	no
p12a	maker-PdomSCFr1.1-0021-snap-gene-1.8-mRNA-1	maker-PdomSCFr1.1-0021-snap-gene-1.8	snap	0.02	1	1	no
p12a	maker-PdomSCFr1.1-0021-snap-gene-1.84-mRNA-1	maker-PdomSCFr1.1-0021-snap-gene-1.84	snap	0.65	0.98	0.5	no
p12a	maker-PdomSCFr1.1-0021-snap-gene-1.85-mRNA-1	maker-PdomSCFr1.1-0021-snap-gene-1.85	snap	0.35	0.99	0.6	no
p12a	maker-PdomSCFr1.1-0021-snap-gene-1.90-mRNA-1	maker-PdomSCFr1.1-0021-snap-gene-1.90	snap	0.00	1	1	no
p12a	maker-PdomSCFr1.1-0021-snap-gene-1.95-mRNA-1	maker-PdomSCFr1.1-0021-snap-gene-1.95	snap	0.00	1	0.98	no
p12a	maker-PdomSCFr1.1-0022-augustus-gene-0.411-mRNA-1	maker-PdomSCFr1.1-0022-augustus-gene-0.411	augustus	0.67	0.66	0.2	yes
p12a	maker-PdomSCFr1.1-0022-augustus-gene-0.412-mRNA-1	maker-PdomSCFr1.1-0022-augustus-gene-0.412	augustus	0.88	0.51	0.15	yes
p12a	maker-PdomSCFr1.1-0022-augustus-gene-0.413-mRNA-1	maker-PdomSCFr1.1-0022-augustus-gene-0.413	augustus	0.78	0.86	0.26	yes
p12a	maker-PdomSCFr1.1-0022-augustus-gene-0.417-mRNA-1	maker-PdomSCFr1.1-0022-augustus-gene-0.417	augustus	0.19	1	0.94	no
p12a	maker-PdomSCFr1.1-0022-augustus-gene-0.419-mRNA-1	maker-PdomSCFr1.1-0022-augustus-gene-0.419	augustus	0.02	1	1	no
p12a	maker-PdomSCFr1.1-0022-augustus-gene-0.423-mRNA-1	maker-PdomSCFr1.1-0022-augustus-gene-0.423	augustus	0.00	1	0.99	no
p12a	maker-PdomSCFr1.1-0022-augustus-gene-0.429-mRNA-1	maker-PdomSCFr1.1-0022-augustus-gene-0.429	augustus	0.42	1	0.94	no
p12a	maker-PdomSCFr1.1-0022-augustus-gene-0.435-mRNA-1	maker-PdomSCFr1.1-0022-augustus-gene-0.435	augustus	0.43	0	0	yes
p12a	maker-PdomSCFr1.1-0022-augustus-gene-0.440-mRNA-1	maker-PdomSCFr1.1-0022-augustus-gene-0.440	augustus	0.10	1	0.98	no
p12a	maker-PdomSCFr1.1-0022-augustus-gene-0.444-mRNA-1	maker-PdomSCFr1.1-0022-augustus-gene-0.444	augustus	0.07	1	0.96	no
p12a	maker-PdomSCFr1.1-0022-augustus-gene-0.445-mRNA-1	maker-PdomSCFr1.1-0022-augustus-gene-0.445	augustus	0.05	1	0.98	no
p12a	maker-PdomSCFr1.1-0022-augustus-gene-0.452-mRNA-1	maker-PdomSCFr1.1-0022-augustus-gene-0.452	augustus	0.35	1	0.97	no
p12a	maker-PdomSCFr1.1-0022-augustus-gene-0.453-mRNA-1	maker-PdomSCFr1.1-0022-augustus-gene-0.453	augustus	0.30	1	1	no
p12a	maker-PdomSCFr1.1-0022-augustus-gene-0.460-mRNA-1	maker-PdomSCFr1.1-0022-augustus-gene-0.460	augustus	0.08	1	0.95	no
p12a	maker-PdomSCFr1.1-0022-augustus-gene-0.462-mRNA-1	maker-PdomSCFr1.1-0022-augustus-gene-0.462	augustus	0.10	0.99	0.93	no
p12a	maker-PdomSCFr1.1-0022-augustus-gene-0.464-mRNA-1	maker-PdomSCFr1.1-0022-augustus-gene-0.464	augustus	0.17	1	0.94	no
p12a	maker-PdomSCFr1.1-0022-augustus-gene-0.465-mRNA-1	maker-PdomSCFr1.1-0022-augustus-gene-0.465	augustus	0.11	0.67	0.49	no
p12a	maker-PdomSCFr1.1-0022-augustus-gene-0.467-mRNA-1	maker-PdomSCFr1.1-0022-augustus-gene-0.467	augustus	0.05	1	0.94	no
p12a	maker-PdomSCFr1.1-0022-augustus-gene-1.164-mRNA-1	maker-PdomSCFr1.1-0022-augustus-gene-1.164	augustus	0.02	1	1	no
p12a	maker-PdomSCFr1.1-0022-augustus-gene-1.165-mRNA-1	maker-PdomSCFr1.1-0022-augustus-gene-1.165	augustus	0.13	1	0.98	no
p12a	maker-PdomSCFr1.1-0022-augustus-gene-1.168-mRNA-1	maker-PdomSCFr1.1-0022-augustus-gene-1.168	augustus	0.01	1	1	no
p12a	maker-PdomSCFr1.1-0022-augustus-gene-1.169-mRNA-1	maker-PdomSCFr1.1-0022-augustus-gene-1.169	augustus	0.09	1	0.95	no
p12a	maker-PdomSCFr1.1-0022-augustus-gene-1.170-mRNA-1	maker-PdomSCFr1.1-0022-augustus-gene-1.170	augustus	0.07	1	0.94	no
p12a	maker-PdomSCFr1.1-0022-augustus-gene-1.172-mRNA-1	maker-PdomSCFr1.1-0022-augustus-gene-1.172	augustus	0.05	1	1	no
p12a	maker-PdomSCFr1.1-0022-augustus-gene-1.174-mRNA-1	maker-PdomSCFr1.1-0022-augustus-gene-1.174	augustus	0.34	1	0.65	no
p12a	maker-PdomSCFr1.1-0022-augustus-gene-1.179-mRNA-1	maker-PdomSCFr1.1-0022-augustus-gene-1.179	augustus	0.25	1	1	no
p12a	maker-PdomSCFr1.1-0022-augustus-gene-1.192-mRNA-1	maker-PdomSCFr1.1-0022-augustus-gene-1.192	augustus	0.15	1	0.47	no
p12a	maker-PdomSCFr1.1-0022-augustus-gene-1.193-mRNA-1	maker-PdomSCFr1.1-0022-augustus-gene-1.193	augustus	0.23	1	0.7	no
p12a	maker-PdomSCFr1.1-0022-augustus-gene-1.195-mRNA-1	maker-PdomSCFr1.1-0022-augustus-gene-1.195	augustus	0.20	1	0.88	no
p12a	maker-PdomSCFr1.1-0022-augustus-gene-1.198-mRNA-1	maker-PdomSCFr1.1-0022-augustus-gene-1.198	augustus	0.06	1	0.99	no
p12a	maker-PdomSCFr1.1-0022-augustus-gene-1.201-mRNA-1	maker-PdomSCFr1.1-0022-augustus-gene-1.201	augustus	0.07	0.96	0.79	no
p12a	maker-PdomSCFr1.1-0022-augustus-gene-1.211-mRNA-1	maker-PdomSCFr1.1-0022-augustus-gene-1.211	augustus	0.19	0.93	0.7	no
p12a	maker-PdomSCFr1.1-0022-augustus-gene-1.212-mRNA-1	maker-PdomSCFr1.1-0022-augustus-gene-1.212	augustus	0.78	0.77	0.46	no
